CustomerID,Age,MonthlyCharges,Tenure,InternetService,Contract,Churn
55254,33,27,27,No,Two year,Yes
55255,68,63,58,Fiber optic,Two year,Yes
55256,24,97,38,DSL,Month-to-month,Yes
55257,50,24,40,DSL,Month-to-month,Yes
55258,65,77,63,DSL,One year,No
55259,19,97,54,DSL,Month-to-month,Yes
55260,50,31,8,DSL,Month-to-month,Yes
55261,31,86,45,Fiber optic,One year,Yes
55262,37,39,42,Fiber optic,Two year,Yes
55263,54,22,33,No,Two year,No
55264,44,52,48,DSL,Month-to-month,No
55265,64,96,23,Fiber optic,One year,No
55266,59,37,39,Fiber optic,Month-to-month,No
55267,38,94,66,Fiber optic,One year,No
55268,19,45,66,No,One year,Yes
55269,60,26,32,Fiber optic,One year,No
55270,33,22,22,No,Two year,Yes
55271,36,20,33,DSL,Two year,No
55272,21,36,21,Fiber optic,One year,No
55273,27,31,65,No,One year,No
55274,39,92,25,DSL,Two year,No
55275,29,42,46,DSL,Two year,No
55276,19,21,70,DSL,One year,No
55277,19,46,69,Fiber optic,Two year,Yes
55278,58,74,38,No,Month-to-month,Yes
55279,61,34,8,No,One year,No
55280,51,63,49,DSL,Two year,No
55281,35,88,28,No,Two year,No
55282,33,68,44,Fiber optic,Month-to-month,No
55283,36,82,24,Fiber optic,One year,No
55284,64,54,56,DSL,Month-to-month,Yes
55285,42,38,28,DSL,One year,No
55286,47,72,52,No,Two year,No
55287,65,21,13,No,Two year,No
55288,23,71,23,No,One year,Yes
55289,44,39,4,No,Two year,No
55290,32,78,51,DSL,One year,Yes
55291,48,22,66,Fiber optic,Month-to-month,Yes
55292,61,27,19,Fiber optic,One year,No
55293,39,59,6,Fiber optic,Two year,No
55294,29,49,28,DSL,Two year,No
55295,27,31,39,No,Two year,No
55296,38,68,65,Fiber optic,Two year,Yes
55297,64,36,22,Fiber optic,Two year,No
55298,48,85,12,Fiber optic,Month-to-month,Yes
55299,53,42,14,Fiber optic,One year,Yes
55300,27,58,34,Fiber optic,Two year,No
55301,36,46,47,DSL,Month-to-month,Yes
55302,40,76,48,Fiber optic,One year,No
55303,63,38,70,Fiber optic,Month-to-month,Yes
55304,27,63,44,DSL,Two year,Yes
55305,66,85,9,DSL,Two year,Yes
55306,44,51,60,DSL,Two year,No
55307,60,52,42,No,One year,Yes
55308,67,62,36,Fiber optic,Two year,Yes
55309,19,42,11,No,One year,Yes
55310,28,33,58,No,Month-to-month,No
55311,25,99,23,No,Month-to-month,Yes
55312,36,76,11,No,Two year,No
55313,33,76,21,Fiber optic,Two year,No
55314,21,77,25,DSL,Month-to-month,Yes
55315,31,81,32,DSL,One year,Yes
55316,39,59,27,Fiber optic,Month-to-month,No
55317,34,63,24,Fiber optic,Two year,Yes
55318,60,66,49,Fiber optic,Month-to-month,Yes
55319,43,65,68,No,Two year,Yes
55320,52,72,36,No,Two year,No
55321,53,48,10,Fiber optic,Month-to-month,Yes
55322,62,68,10,Fiber optic,One year,No
55323,66,72,43,DSL,Two year,Yes
55324,47,28,12,Fiber optic,Month-to-month,Yes
55325,69,92,58,DSL,One year,Yes
55326,38,44,17,Fiber optic,Month-to-month,Yes
55327,37,66,33,No,Month-to-month,No
55328,59,69,58,No,Month-to-month,Yes
55329,43,90,64,DSL,Month-to-month,Yes
55330,29,35,23,Fiber optic,Month-to-month,Yes
55331,25,56,30,Fiber optic,Two year,Yes
55332,52,37,3,No,Month-to-month,Yes
55333,46,58,54,DSL,Month-to-month,Yes
55334,59,97,64,Fiber optic,Two year,No
55335,24,75,66,No,One year,Yes
55336,27,27,21,DSL,One year,No
55337,56,76,10,No,Month-to-month,No
55338,67,39,7,No,Month-to-month,Yes
55339,37,76,25,No,One year,Yes
55340,45,20,28,Fiber optic,One year,No
55341,31,32,34,DSL,Two year,Yes
55342,29,94,67,DSL,Two year,No
55343,25,71,6,DSL,Two year,No
55344,24,49,45,Fiber optic,Month-to-month,Yes
55345,22,76,61,No,Two year,No
55346,18,24,36,Fiber optic,Month-to-month,Yes
55347,64,41,56,DSL,One year,Yes
55348,26,70,41,Fiber optic,Month-to-month,No
55349,61,98,31,DSL,Two year,Yes
55350,35,93,41,No,Month-to-month,Yes
55351,60,20,30,Fiber optic,Month-to-month,Yes
55352,59,65,8,No,Month-to-month,No
55353,27,98,6,DSL,Two year,Yes
55354,67,61,6,Fiber optic,One year,No
55355,18,61,52,Fiber optic,One year,Yes
55356,37,83,6,DSL,One year,Yes
55357,60,40,61,Fiber optic,Two year,Yes
55358,46,98,69,Fiber optic,One year,Yes
55359,19,88,5,Fiber optic,Two year,No
55360,43,38,2,DSL,Month-to-month,Yes
55361,28,33,53,No,Two year,Yes
55362,42,34,5,Fiber optic,Two year,Yes
55363,51,70,67,No,One year,No
55364,58,35,60,No,Two year,Yes
55365,18,72,15,Fiber optic,One year,No
55366,48,74,9,No,Month-to-month,No
55367,55,42,35,DSL,Month-to-month,No
55368,39,55,6,Fiber optic,Month-to-month,Yes
55369,19,37,50,Fiber optic,Two year,No
55370,64,64,40,Fiber optic,Two year,No
55371,18,90,64,DSL,One year,No
55372,41,64,61,DSL,Month-to-month,Yes
55373,67,26,38,DSL,One year,Yes
55374,53,88,56,Fiber optic,Two year,Yes
55375,62,39,34,No,Two year,Yes
55376,53,93,23,Fiber optic,One year,Yes
55377,64,65,3,No,Month-to-month,Yes
55378,51,52,5,DSL,Month-to-month,No
55379,26,34,33,No,One year,Yes
55380,29,53,42,DSL,Month-to-month,Yes
55381,63,98,25,No,Two year,Yes
55382,37,24,66,No,One year,No
55383,21,28,36,No,One year,No
55384,32,83,7,No,One year,No
55385,21,79,23,DSL,Month-to-month,No
55386,22,47,62,Fiber optic,One year,Yes
55387,27,28,45,Fiber optic,Month-to-month,Yes
55388,61,69,6,Fiber optic,Two year,No
55389,61,55,1,No,Month-to-month,No
55390,57,28,25,DSL,Two year,Yes
55391,53,50,29,No,Two year,Yes
55392,52,64,26,DSL,One year,No
55393,18,74,47,Fiber optic,Two year,No
55394,35,97,14,Fiber optic,Two year,Yes
55395,69,34,42,No,Two year,No
55396,48,60,39,Fiber optic,Two year,Yes
55397,63,85,60,Fiber optic,One year,No
55398,66,82,6,No,Two year,Yes
55399,23,46,49,DSL,Two year,Yes
55400,23,83,24,Fiber optic,Month-to-month,Yes
55401,59,79,23,DSL,Two year,Yes
55402,36,75,37,DSL,Month-to-month,Yes
55403,49,90,45,DSL,Two year,No
55404,59,33,8,Fiber optic,Two year,No
55405,47,79,66,No,One year,Yes
55406,43,59,4,Fiber optic,Month-to-month,Yes
55407,20,39,53,Fiber optic,Two year,Yes
55408,50,70,35,DSL,Two year,Yes
55409,67,24,11,DSL,Two year,Yes
55410,48,91,20,No,One year,Yes
55411,64,69,49,No,One year,Yes
55412,37,90,12,No,One year,No
55413,21,79,2,DSL,Two year,Yes
55414,49,39,44,Fiber optic,Month-to-month,No
55415,35,46,25,No,Two year,No
55416,27,39,41,DSL,Two year,No
55417,39,25,17,DSL,Month-to-month,No
55418,68,27,70,No,One year,No
55419,34,98,23,DSL,One year,Yes
55420,59,41,3,No,Two year,Yes
55421,21,54,56,DSL,Two year,No
55422,54,61,48,Fiber optic,Month-to-month,No
55423,24,96,47,DSL,Month-to-month,Yes
55424,68,39,15,No,One year,Yes
55425,68,88,71,DSL,Two year,Yes
55426,25,22,17,Fiber optic,Two year,No
55427,18,46,36,No,One year,No
55428,25,88,38,Fiber optic,One year,No
55429,36,79,10,Fiber optic,One year,No
55430,34,39,27,No,Two year,No
55431,58,42,46,No,One year,Yes
55432,69,31,18,Fiber optic,One year,No
55433,65,74,45,Fiber optic,Two year,No
55434,26,68,70,DSL,Two year,Yes
55435,68,99,56,No,Month-to-month,No
55436,33,46,14,No,One year,No
55437,62,84,14,No,Month-to-month,Yes
55438,68,70,13,No,Two year,No
55439,54,95,49,DSL,Two year,Yes
55440,44,96,38,DSL,One year,Yes
55441,19,91,21,Fiber optic,One year,No
55442,53,63,30,No,One year,No
55443,29,48,40,Fiber optic,Two year,No
55444,67,58,37,DSL,Month-to-month,No
55445,52,35,22,DSL,Month-to-month,Yes
55446,48,24,17,No,Month-to-month,Yes
55447,36,62,62,DSL,Month-to-month,No
55448,43,76,66,DSL,Two year,Yes
55449,53,39,27,DSL,Month-to-month,No
55450,21,55,67,DSL,One year,No
55451,65,67,4,Fiber optic,Two year,No
55452,60,69,57,Fiber optic,Two year,No
55453,48,21,5,No,Two year,No
55454,30,31,63,DSL,One year,No
55455,60,58,43,No,Month-to-month,No
55456,56,72,67,DSL,Two year,No
55457,63,82,41,No,Two year,No
55458,21,31,7,Fiber optic,One year,Yes
55459,57,53,40,Fiber optic,Two year,Yes
55460,61,53,6,DSL,Two year,Yes
55461,30,31,4,No,Two year,No
55462,58,36,34,Fiber optic,Month-to-month,Yes
55463,26,25,51,DSL,One year,Yes
55464,19,49,35,DSL,Two year,No
55465,52,56,15,DSL,Two year,No
55466,29,99,30,Fiber optic,Two year,No
55467,34,45,38,Fiber optic,One year,Yes
55468,21,67,62,No,Two year,Yes
55469,31,59,69,Fiber optic,Month-to-month,No
55470,38,50,49,No,Month-to-month,No
55471,58,65,66,Fiber optic,Two year,Yes
55472,25,85,7,DSL,Two year,No
55473,50,86,67,No,Two year,Yes
55474,62,56,11,No,Month-to-month,No
55475,45,36,55,Fiber optic,One year,No
55476,20,87,72,No,Two year,Yes
55477,31,78,39,DSL,Two year,Yes
55478,36,59,61,No,Two year,No
55479,23,46,44,No,Two year,Yes
55480,53,31,45,DSL,One year,No
55481,37,50,68,Fiber optic,Month-to-month,No
55482,18,47,39,Fiber optic,Month-to-month,No
55483,27,45,71,No,Month-to-month,No
55484,30,32,23,No,One year,No
55485,29,36,69,No,Two year,Yes
55486,28,60,35,No,Two year,No
55487,53,51,1,Fiber optic,Month-to-month,No
55488,34,41,41,DSL,One year,Yes
55489,64,99,14,DSL,One year,Yes
55490,46,69,37,DSL,Month-to-month,No
55491,20,22,21,No,Two year,Yes
55492,46,41,8,DSL,Month-to-month,No
55493,27,78,56,No,One year,Yes
55494,63,35,62,DSL,Month-to-month,No
55495,36,85,36,DSL,One year,No
55496,21,59,36,No,One year,Yes
55497,63,75,53,Fiber optic,Month-to-month,Yes
55498,55,75,43,Fiber optic,Month-to-month,No
55499,29,97,1,Fiber optic,Two year,No
55500,48,33,62,Fiber optic,Two year,Yes
55501,19,81,42,Fiber optic,Two year,Yes
55502,66,88,44,Fiber optic,Two year,Yes
55503,18,46,58,No,One year,No
55504,34,66,65,DSL,One year,Yes
55505,42,99,14,No,Month-to-month,Yes
55506,22,87,26,DSL,Month-to-month,Yes
55507,65,93,28,DSL,Month-to-month,No
55508,31,36,55,Fiber optic,Two year,No
55509,69,46,61,Fiber optic,Month-to-month,No
55510,27,70,46,Fiber optic,One year,No
55511,38,78,15,Fiber optic,Two year,Yes
55512,42,78,67,Fiber optic,Month-to-month,No
55513,52,98,44,No,Two year,Yes
55514,20,43,19,Fiber optic,Two year,No
55515,35,73,47,No,One year,No
55516,67,32,36,No,Two year,No
55517,53,33,18,Fiber optic,Two year,Yes
55518,56,89,67,DSL,One year,No
55519,50,89,32,No,Month-to-month,Yes
55520,65,71,9,Fiber optic,Month-to-month,Yes
55521,34,40,13,Fiber optic,One year,Yes
55522,57,49,27,DSL,Two year,No
55523,23,73,38,DSL,Two year,Yes
55524,51,38,66,No,Month-to-month,Yes
55525,43,78,20,No,One year,No
55526,59,66,52,Fiber optic,Month-to-month,Yes
55527,48,85,38,No,One year,No
55528,66,20,34,No,One year,No
55529,68,71,36,No,Month-to-month,No
55530,45,40,15,No,Month-to-month,No
55531,53,79,30,Fiber optic,One year,No
55532,30,67,56,Fiber optic,Month-to-month,Yes
55533,38,93,17,Fiber optic,Month-to-month,No
55534,43,31,9,Fiber optic,Two year,No
55535,68,95,68,DSL,One year,No
55536,48,99,22,Fiber optic,Two year,Yes
55537,33,74,7,Fiber optic,Two year,Yes
55538,48,22,57,DSL,One year,Yes
55539,30,85,45,DSL,Two year,No
55540,47,25,1,Fiber optic,One year,Yes
55541,49,41,21,DSL,Two year,Yes
55542,22,86,68,No,Month-to-month,No
55543,29,92,29,No,Month-to-month,No
55544,56,40,11,DSL,Two year,Yes
55545,58,56,51,No,One year,Yes
55546,54,52,64,Fiber optic,Two year,Yes
55547,21,20,33,DSL,One year,Yes
55548,59,84,49,DSL,Month-to-month,No
55549,65,90,23,No,Month-to-month,Yes
55550,60,56,18,DSL,Two year,Yes
55551,46,59,71,No,One year,Yes
55552,58,82,6,Fiber optic,Month-to-month,No
55553,22,71,26,DSL,Two year,No
55554,28,95,36,Fiber optic,One year,Yes
55555,47,51,27,DSL,Month-to-month,Yes
55556,26,46,49,Fiber optic,Two year,No
55557,66,61,70,DSL,Month-to-month,No
55558,45,71,47,No,Month-to-month,No
55559,39,48,41,No,Two year,No
55560,28,65,1,No,Month-to-month,Yes
55561,38,85,22,No,Month-to-month,Yes
55562,23,65,20,Fiber optic,Month-to-month,Yes
55563,43,44,56,Fiber optic,Month-to-month,Yes
55564,33,84,3,No,Two year,Yes
55565,68,76,30,Fiber optic,Month-to-month,Yes
55566,31,47,17,No,Two year,Yes
55567,52,37,32,No,Month-to-month,No
55568,59,82,49,No,Two year,No
55569,53,37,14,No,Two year,Yes
55570,39,43,32,No,One year,Yes
55571,19,70,30,Fiber optic,One year,No
55572,30,48,59,DSL,Month-to-month,Yes
55573,28,38,29,DSL,Two year,Yes
55574,29,50,60,No,Two year,No
55575,50,48,59,No,One year,Yes
55576,39,39,25,No,One year,Yes
55577,26,85,6,DSL,One year,No
55578,61,87,23,No,Two year,Yes
55579,24,65,2,No,Two year,Yes
55580,34,38,67,No,Two year,No
55581,27,26,57,DSL,One year,No
55582,55,61,20,DSL,Two year,No
55583,56,35,35,DSL,Two year,Yes
55584,68,71,71,DSL,One year,No
55585,63,52,57,Fiber optic,Month-to-month,No
55586,42,58,57,Fiber optic,Two year,Yes
55587,44,62,41,Fiber optic,Two year,No
55588,47,65,45,Fiber optic,Month-to-month,No
55589,47,23,46,DSL,One year,Yes
55590,60,34,50,Fiber optic,Two year,No
55591,51,62,43,No,One year,No
55592,50,49,68,DSL,Month-to-month,Yes
55593,49,58,62,No,Month-to-month,Yes
55594,59,62,4,No,Two year,No
55595,29,33,48,Fiber optic,One year,No
55596,58,89,23,Fiber optic,Two year,Yes
55597,40,37,8,No,One year,Yes
55598,46,65,13,No,Month-to-month,No
55599,60,98,43,DSL,One year,No
55600,18,40,39,No,Month-to-month,No
55601,37,95,15,No,Two year,No
55602,27,80,39,No,Month-to-month,Yes
55603,36,94,3,DSL,Month-to-month,No
55604,40,84,44,DSL,One year,No
55605,38,44,61,No,Two year,Yes
55606,60,90,61,Fiber optic,Month-to-month,Yes
55607,52,51,70,No,Two year,No
55608,65,67,1,Fiber optic,One year,Yes
55609,49,54,55,No,Month-to-month,Yes
55610,27,95,60,Fiber optic,One year,Yes
55611,19,97,26,DSL,One year,Yes
55612,68,27,34,No,Month-to-month,Yes
55613,53,41,60,DSL,One year,No
55614,65,95,72,DSL,Month-to-month,No
55615,23,51,51,No,Month-to-month,No
55616,60,65,57,Fiber optic,Month-to-month,Yes
55617,34,32,72,No,One year,Yes
55618,32,52,26,DSL,Two year,Yes
55619,53,20,33,DSL,One year,No
55620,41,86,34,Fiber optic,Month-to-month,Yes
55621,57,99,43,No,Two year,No
55622,46,69,38,No,Month-to-month,Yes
55623,67,51,67,DSL,One year,No
55624,31,29,16,No,One year,Yes
55625,19,20,37,Fiber optic,Two year,No
55626,65,90,46,No,Month-to-month,No
55627,39,66,27,Fiber optic,Two year,Yes
55628,64,26,31,No,Month-to-month,Yes
55629,23,81,17,DSL,Two year,Yes
55630,26,71,25,No,Two year,Yes
55631,29,87,22,DSL,Month-to-month,Yes
55632,59,23,63,DSL,Month-to-month,No
55633,56,76,47,Fiber optic,Two year,No
55634,22,24,54,No,One year,No
55635,57,90,7,Fiber optic,One year,No
55636,61,74,9,DSL,Two year,No
55637,18,86,20,Fiber optic,Two year,Yes
55638,27,76,32,Fiber optic,One year,Yes
55639,28,94,46,DSL,Two year,Yes
55640,44,95,30,Fiber optic,One year,Yes
55641,40,58,36,No,Month-to-month,No
55642,37,99,59,Fiber optic,Month-to-month,Yes
55643,22,62,54,Fiber optic,One year,Yes
55644,30,90,16,Fiber optic,Month-to-month,No
55645,67,29,4,DSL,Two year,Yes
55646,27,48,42,Fiber optic,One year,Yes
55647,66,45,49,No,One year,No
55648,68,49,62,DSL,One year,Yes
55649,53,84,56,DSL,One year,No
55650,58,57,43,DSL,Month-to-month,No
55651,67,34,26,Fiber optic,Month-to-month,Yes
55652,33,38,52,Fiber optic,One year,No
55653,24,47,71,Fiber optic,Month-to-month,No
55654,49,34,43,DSL,Month-to-month,Yes
55655,42,97,66,Fiber optic,One year,No
55656,61,80,70,No,One year,Yes
55657,43,57,6,No,One year,No
55658,53,51,10,No,Two year,Yes
55659,45,97,38,No,One year,Yes
55660,61,96,1,Fiber optic,Two year,No
55661,29,60,44,DSL,One year,No
55662,43,95,64,Fiber optic,One year,No
55663,21,34,24,DSL,One year,No
55664,61,82,62,No,One year,Yes
55665,40,20,29,No,Two year,No
55666,57,62,45,Fiber optic,Month-to-month,No
55667,41,33,45,Fiber optic,One year,No
55668,48,21,49,No,Month-to-month,Yes
55669,47,27,59,Fiber optic,One year,Yes
55670,20,30,39,No,One year,Yes
55671,33,39,67,Fiber optic,Two year,Yes
55672,51,63,27,DSL,Month-to-month,Yes
55673,55,78,8,No,One year,No
55674,45,36,38,No,Two year,No
55675,66,31,32,DSL,Two year,No
55676,61,93,3,No,Two year,No
55677,58,40,53,DSL,Month-to-month,No
55678,65,86,49,DSL,Two year,Yes
55679,24,23,23,Fiber optic,One year,Yes
55680,25,73,7,Fiber optic,Month-to-month,Yes
55681,24,46,32,Fiber optic,Month-to-month,No
55682,54,93,44,Fiber optic,One year,No
55683,24,87,7,No,One year,No
55684,67,95,60,DSL,One year,No
55685,35,98,21,No,Two year,No
55686,65,53,4,DSL,Month-to-month,No
55687,56,20,3,Fiber optic,Month-to-month,No
55688,38,78,26,No,Two year,No
55689,51,71,9,No,Two year,No
55690,66,64,41,Fiber optic,Two year,No
55691,44,37,69,Fiber optic,Month-to-month,No
55692,25,92,70,Fiber optic,Month-to-month,No
55693,51,69,44,DSL,One year,Yes
55694,35,53,10,Fiber optic,Two year,Yes
55695,68,73,59,No,Month-to-month,Yes
55696,69,73,62,No,Month-to-month,No
55697,58,71,1,Fiber optic,Two year,Yes
55698,29,49,1,DSL,One year,No
55699,39,23,28,No,Month-to-month,No
55700,68,72,3,Fiber optic,Two year,Yes
55701,57,43,44,No,Month-to-month,No
55702,39,69,1,DSL,Two year,No
55703,25,64,19,No,Month-to-month,Yes
55704,59,80,24,No,Month-to-month,No
55705,45,26,16,No,Month-to-month,Yes
55706,67,64,12,No,Month-to-month,No
55707,64,97,35,Fiber optic,Month-to-month,No
55708,49,53,59,No,Month-to-month,Yes
55709,28,29,2,No,One year,Yes
55710,38,30,42,No,Two year,Yes
55711,43,64,8,No,One year,No
55712,31,68,66,DSL,Two year,Yes
55713,32,59,48,No,One year,No
55714,31,70,28,Fiber optic,One year,Yes
55715,29,90,64,DSL,One year,No
55716,53,47,70,DSL,Month-to-month,No
55717,20,81,54,No,Month-to-month,Yes
55718,61,34,71,DSL,Two year,Yes
55719,24,57,9,No,Two year,Yes
55720,56,68,4,Fiber optic,Two year,Yes
55721,68,20,58,No,One year,No
55722,63,69,4,No,One year,Yes
55723,18,33,1,DSL,Two year,Yes
55724,56,32,10,DSL,Two year,No
55725,42,41,57,DSL,Two year,Yes
55726,48,76,67,DSL,One year,No
55727,39,60,47,No,Two year,Yes
55728,27,56,40,Fiber optic,Month-to-month,Yes
55729,35,92,47,Fiber optic,Month-to-month,Yes
55730,30,24,33,Fiber optic,Month-to-month,Yes
55731,25,50,4,DSL,One year,No
55732,26,84,6,DSL,Two year,Yes
55733,32,76,71,No,Two year,Yes
55734,25,34,21,Fiber optic,Two year,No
55735,50,48,27,Fiber optic,Two year,Yes
55736,52,73,38,No,Two year,Yes
55737,36,60,38,Fiber optic,Two year,No
55738,47,53,58,Fiber optic,Month-to-month,No
55739,26,95,29,No,Two year,Yes
55740,36,54,24,No,Month-to-month,No
55741,64,74,16,Fiber optic,Two year,Yes
55742,63,52,39,DSL,One year,Yes
55743,43,61,47,Fiber optic,Month-to-month,Yes
55744,18,27,51,No,Month-to-month,No
55745,20,49,66,DSL,Two year,Yes
55746,51,93,36,Fiber optic,Two year,Yes
55747,42,61,56,No,One year,Yes
55748,47,44,27,No,Two year,Yes
55749,18,33,11,Fiber optic,Two year,No
55750,35,84,50,No,Month-to-month,Yes
55751,50,49,32,No,Month-to-month,Yes
55752,26,32,48,Fiber optic,Two year,No
55753,24,31,28,DSL,One year,No
55754,47,43,14,Fiber optic,Month-to-month,Yes
55755,30,89,5,No,One year,No
55756,34,92,4,Fiber optic,Month-to-month,Yes
55757,30,57,24,No,Two year,No
55758,30,71,62,Fiber optic,Two year,No
55759,59,89,10,DSL,One year,No
55760,55,54,65,Fiber optic,Two year,No
55761,54,47,50,No,One year,No
55762,27,24,60,Fiber optic,Two year,Yes
55763,31,61,31,Fiber optic,Month-to-month,Yes
55764,60,99,26,Fiber optic,Month-to-month,No
55765,22,39,10,No,One year,Yes
55766,53,41,69,No,One year,No
55767,52,70,2,No,Two year,Yes
55768,63,95,64,No,One year,Yes
55769,62,66,68,Fiber optic,One year,No
55770,40,58,46,DSL,One year,Yes
55771,22,47,35,DSL,One year,Yes
55772,61,87,19,DSL,One year,No
55773,45,66,37,No,Month-to-month,Yes
55774,40,91,63,DSL,Two year,No
55775,59,40,11,No,Two year,Yes
55776,51,67,4,No,One year,Yes
55777,48,69,60,DSL,Month-to-month,No
55778,24,68,48,No,Two year,No
55779,24,95,8,No,Month-to-month,No
55780,21,81,36,Fiber optic,Month-to-month,Yes
55781,61,54,18,No,Month-to-month,No
55782,49,99,50,No,One year,No
55783,45,91,34,No,One year,No
55784,21,24,72,DSL,One year,No
55785,56,95,1,No,Two year,Yes
55786,69,56,71,No,Month-to-month,No
55787,62,92,41,No,Two year,No
55788,25,60,19,DSL,One year,Yes
55789,31,59,2,No,Month-to-month,No
55790,47,77,3,Fiber optic,Two year,Yes
55791,20,91,4,No,Two year,Yes
55792,19,21,63,DSL,Month-to-month,No
55793,27,69,62,DSL,Month-to-month,Yes
55794,23,99,1,No,One year,Yes
55795,24,67,31,Fiber optic,One year,Yes
55796,33,43,19,DSL,Two year,Yes
55797,23,52,10,No,Two year,No
55798,33,89,17,DSL,One year,No
55799,44,61,64,DSL,Two year,Yes
55800,29,45,51,Fiber optic,One year,Yes
55801,39,97,7,No,One year,Yes
55802,32,35,31,No,Two year,Yes
55803,39,40,12,No,Month-to-month,Yes
55804,52,21,63,DSL,One year,No
55805,65,78,68,Fiber optic,One year,No
55806,67,27,7,No,Month-to-month,Yes
55807,32,26,10,DSL,One year,Yes
55808,40,40,65,DSL,Two year,Yes
55809,55,37,41,DSL,One year,No
55810,66,20,43,No,One year,Yes
55811,19,27,6,No,Two year,Yes
55812,19,21,34,DSL,Two year,Yes
55813,66,41,32,No,One year,No
55814,36,39,30,DSL,Month-to-month,Yes
55815,22,97,6,No,Month-to-month,Yes
55816,21,54,50,No,One year,No
55817,45,79,63,DSL,One year,No
55818,35,50,12,DSL,One year,No
55819,57,60,39,Fiber optic,One year,Yes
55820,58,86,44,DSL,Month-to-month,No
55821,67,91,40,DSL,Month-to-month,No
55822,48,43,48,No,Month-to-month,Yes
55823,39,34,47,Fiber optic,One year,Yes
55824,28,57,12,No,One year,No
55825,65,98,46,Fiber optic,Two year,Yes
55826,33,57,60,No,Month-to-month,No
55827,21,85,69,No,One year,No
55828,38,24,50,DSL,Two year,No
55829,58,21,62,DSL,Two year,No
55830,62,21,68,Fiber optic,Two year,No
55831,42,57,49,DSL,One year,Yes
55832,37,56,72,No,Two year,Yes
55833,25,29,62,No,One year,No
55834,60,91,31,No,One year,No
55835,26,93,36,Fiber optic,Two year,Yes
55836,35,43,48,Fiber optic,One year,No
55837,48,43,13,DSL,Two year,No
55838,69,23,28,Fiber optic,One year,No
55839,52,59,46,Fiber optic,Month-to-month,Yes
55840,47,33,46,No,One year,Yes
55841,35,45,11,No,Two year,No
55842,36,31,23,DSL,One year,No
55843,58,46,25,DSL,Month-to-month,Yes
55844,41,25,28,Fiber optic,One year,No
55845,67,46,47,No,One year,No
55846,39,33,72,Fiber optic,One year,Yes
55847,65,41,39,No,Two year,Yes
55848,31,68,22,DSL,Month-to-month,Yes
55849,36,39,32,No,One year,Yes
55850,46,22,3,DSL,Month-to-month,No
55851,39,92,54,DSL,Month-to-month,No
55852,47,99,51,Fiber optic,Month-to-month,Yes
55853,32,92,39,Fiber optic,Month-to-month,Yes
55854,38,68,49,Fiber optic,Two year,Yes
55855,43,44,23,Fiber optic,Two year,No
55856,53,46,69,Fiber optic,Two year,No
55857,29,21,24,DSL,Two year,No
55858,24,41,44,DSL,One year,Yes
55859,28,85,32,DSL,Two year,No
55860,56,67,51,No,Two year,Yes
55861,37,72,26,Fiber optic,Two year,No
55862,52,20,22,No,Two year,No
55863,21,73,45,Fiber optic,One year,Yes
55864,19,58,29,No,Month-to-month,Yes
55865,37,29,52,DSL,One year,Yes
55866,64,31,67,No,One year,Yes
55867,37,56,45,Fiber optic,One year,Yes
55868,29,65,11,Fiber optic,Month-to-month,No
55869,34,36,35,DSL,Two year,No
55870,35,22,52,Fiber optic,One year,Yes
55871,57,95,3,No,Two year,Yes
55872,41,78,50,DSL,Two year,No
55873,25,46,8,DSL,Month-to-month,Yes
55874,54,34,46,DSL,Month-to-month,Yes
55875,58,64,63,No,Two year,No
55876,47,60,49,No,One year,No
55877,37,86,37,Fiber optic,One year,No
55878,69,24,44,No,Month-to-month,Yes
55879,40,53,43,DSL,Two year,Yes
55880,54,82,55,Fiber optic,One year,No
55881,27,32,12,DSL,One year,No
55882,50,33,16,DSL,One year,Yes
55883,41,80,39,Fiber optic,Month-to-month,Yes
55884,53,22,44,Fiber optic,Month-to-month,No
55885,33,22,1,DSL,Two year,Yes
55886,67,64,6,No,Month-to-month,No
55887,45,37,5,DSL,Month-to-month,No
55888,29,51,27,No,One year,Yes
55889,37,63,57,No,One year,Yes
55890,64,56,53,Fiber optic,One year,No
55891,35,46,32,No,Month-to-month,Yes
55892,54,59,37,DSL,One year,No
55893,43,43,42,DSL,Two year,Yes
55894,63,75,61,Fiber optic,Two year,No
55895,24,55,5,Fiber optic,One year,No
55896,60,25,56,No,Two year,No
55897,64,90,72,Fiber optic,One year,No
55898,38,97,1,No,One year,Yes
55899,60,36,36,Fiber optic,One year,Yes
55900,49,80,57,DSL,One year,No
55901,24,46,15,No,Two year,Yes
55902,40,63,36,No,One year,No
55903,37,89,32,DSL,Month-to-month,No
55904,37,22,72,DSL,Two year,No
55905,49,58,24,No,Two year,Yes
55906,43,54,7,No,One year,Yes
55907,53,85,60,Fiber optic,One year,Yes
55908,41,36,58,DSL,Month-to-month,Yes
55909,18,28,10,DSL,One year,Yes
55910,45,28,21,DSL,Month-to-month,No
55911,43,54,41,No,Two year,Yes
55912,51,28,66,DSL,Month-to-month,No
55913,43,31,25,DSL,One year,No
55914,53,86,12,Fiber optic,One year,No
55915,22,76,31,No,Two year,No
55916,19,62,39,Fiber optic,Month-to-month,Yes
55917,49,41,55,No,Two year,No
55918,51,79,50,DSL,One year,No
55919,67,49,52,DSL,Two year,Yes
55920,47,50,60,No,Two year,No
55921,41,99,28,No,Two year,No
55922,45,84,61,No,Month-to-month,No
55923,63,92,45,Fiber optic,One year,Yes
